ja_tsv	zhCN_tsv	confidence	state	charaNo	messageId	message_scope	cn_keys	contains_at_marker	requires_runtime_capture
こんなティーセットを使ってみたかったのよ	我早就想用用这样的茶具了。	key_aligned	new	2500	11	character_profile_or_lobby	vo_char_2500_00_11_hca	False	True
こんな理由で…我々は虐げられていたのか…	因为这种理由……我们就要忍受欺凌吗……	key_aligned	new	1016	10	character_profile_or_lobby	vo_char_1016_00_10_hca	False	True
ごめんなさい、真剣にからかっただけなのよ	抱歉啦，我是认真地在开玩笑的。	key_aligned	new	1017	8	character_profile_or_lobby	vo_char_1017_00_08_hca	False	True
ごめんね…お姉ちゃん、本当は…	对不起……姐姐我，其实……	key_aligned	new	1001	11	character_profile_or_lobby	vo_char_1001_00_11_hca	False	True
ごめんよ、手加減するのは苦手なんだ	ごめんよ、手加減するのは苦手なんだ	key_aligned	new	3056	44	battle_result	vo_char_3056_00_44_hca	False	False
ご静聴ありがとうございました	感谢聆听。	key_aligned	new	1018	45	battle_result	vo_char_1018_00_45_hca	False	False
さぁ、織莉子。私に早く命令しておくれよ！	织莉子，快点下命令吧！	key_aligned	new	4002	10	character_profile_or_lobby	vo_char_4002_00_10_hca	False	True
さぁ、進みましょう	那么，前进吧。	key_aligned	new	4021	45	battle_result	vo_char_4021_00_45_hca	False	False
さぁご主人、さっさと食いたいものを選べ	那么主人，请赶快选好想吃的东西。	key_aligned	new	1016	7	character_profile_or_lobby	vo_char_1016_00_07_hca	False	True
さあ、今夜も魔女をやっつけないと	那么，今晚也要去消灭魔女才行。	key_aligned	new	2004	11	character_profile_or_lobby	vo_char_2004_00_11_hca	False	True
さっすがわたくしだよねー、@えっへん！	不愧是我，诶嘿！	key_aligned	new	1007	43	battle_result	vo_char_1007_00_43_hca	True	True
さて、お茶にしましょうか	接下来，去喝杯茶吧。	key_aligned	new	2005	45	battle_result	vo_char_2005_00_45_hca	False	False
さーて、何食べよっかなー	好啦，要吃什么呢——	key_aligned	new	2006	45	battle_result	vo_char_2006_00_45_hca	False	False
しかし…ひどい柄の旗ね	不过……旗帜的图案还真是奇怪啊。	key_aligned	new	4022	8	character_profile_or_lobby	vo_char_4022_00_08_hca	False	True
じ、じゃぁッ…レナの下僕になりなさいっ！	那、那就……做玲奈的仆人吧！	key_aligned	new	1009	7	character_profile_or_lobby	vo_char_1009_00_07_hca	False	True
すごい、このキーボードの打ち心地、いいね	好厉害，这个键盘敲起来真舒服呢。	key_aligned	new	1029	11	character_profile_or_lobby	vo_char_1029_00_11_hca	False	True
すごい、外で初めて友だちができちゃった！	太棒啦，在外面第一次交到了朋友！	key_aligned	new	1015	12	character_profile_or_lobby	vo_char_1015_00_12_hca	False	True
すごいでしょ…わたし、魔法が使えるんだよ	很厉害吧……我能使用魔法哦。	key_aligned	new	4011	6	character_profile_or_lobby	vo_char_4011_00_06_hca	False	True
すごろくか…ひとりじゃ遊べないゲームだね	双陆吗…不是一个人能玩的游戏呢	key_aligned	new	1023	11	character_profile_or_lobby	vo_char_1023_00_11_hca	False	True
すっごく大切なこと…忘れてるような…	感觉……我忘记了非常重要的事情……	key_aligned	new	4032	12	character_profile_or_lobby	vo_char_4032_00_12_hca	False	True
すべてを背負って生きていくって決めたの…	我已经决定背负一切活下去了……	key_aligned	new	3026	12	character_profile_or_lobby	vo_char_3026_00_12_hca	False	True
ぜー、はー@…ま、まあ当然の結果でしょ…	呼—，哈—…嘛，这是必然的结果吧…	key_aligned	new	1109	43	battle_result	vo_char_1109_00_43_hca	True	True
ぜーんぶひとりで始末しとくからさ…！	我一个人就能解决干净……！	key_aligned	new	1005	12	character_profile_or_lobby	vo_char_1005_00_12_hca	False	True
そういうところ…好きです	我就是喜欢……这一点啊。	key_aligned	new	3032	12	character_profile_or_lobby	vo_char_3032_00_12_hca	False	True
そうね…こんなものかしら	是啊……就是这么回事吧。	key_aligned	new	3026	45	battle_result	vo_char_3026_00_45_hca	False	False
そして…最高の終わりを	接下来……就是最棒的结局。	key_aligned	new	4024	12	character_profile_or_lobby	vo_char_4024_00_12_hca	False	True
その恨み、ひかるも一緒に背負うっすよ	这份冤恨，由我来一同承担	key_aligned	new	1022	9	character_profile_or_lobby	vo_char_1022_00_09_hca	False	True
それではごきげんよう…@オ・ルヴォワール	那么就该贵安了……	key_aligned	new	4024	44	battle_result	vo_char_4024_00_44_hca	True	True
それで日の本が救われるなら、わたしは…	如果那样就能拯救日出之国的话，我……	key_aligned	new	1026	11	character_profile_or_lobby	vo_char_1026_00_11_hca	False	True
それに…わたくしは別に王女では…	而且……我也并不是王女……	key_aligned	new	4026	10	character_profile_or_lobby	vo_char_4026_00_10_hca	False	True
それは妬けますこと	这便是嫉妒。	key_aligned	new	4024	11	character_profile_or_lobby	vo_char_4024_00_11_hca	False	True
それは楽しみですこと	那真是令人期待。	key_aligned	new	4024	7	character_profile_or_lobby	vo_char_4024_00_07_hca	False	True
それは私の口から説明するのです	就让小渚来亲自说明吧。	key_aligned	new	2007	7	character_profile_or_lobby	vo_char_2007_00_07_hca	False	True
それを人は…絆って言うのかな	那就是……人与人之间的羁绊吗……	key_aligned	new	1001	6	character_profile_or_lobby	vo_char_1001_00_06_hca	False	True
そろそろお茶の時間にしましょうか…！	差不多该到喝茶的时间了……！	key_aligned	new	2005	8	character_profile_or_lobby	vo_char_2005_00_08_hca	False	True
そんなバカを、あたしは放っておけないんだ	我放不下这样的笨蛋。	key_aligned	new	2006	10	character_profile_or_lobby	vo_char_2006_00_10_hca	False	True
そんな簡単に家族を壊さないでよ！	别这么轻易地毁掉家庭啊！	key_aligned	new	3016	10	character_profile_or_lobby	vo_char_3016_00_10_hca	False	True
たくさん歌えました～！	唱了好多歌~	key_aligned	new	3033	44	battle_result	vo_char_3033_00_44_hca	False	False
ただ…いつか気付いて欲しい	只是……希望什么时候能被关注一下。	key_aligned	new	3016	6	character_profile_or_lobby	vo_char_3016_00_06_hca	False	True
ただ、普通の女性にワタシはなりたかった…	我只是，想做一个普通的女孩……	key_aligned	new	1006	7	character_profile_or_lobby	vo_char_1006_00_07_hca	False	True
だから私は…戦い続ける	所以我……会战斗下去。	key_aligned	new	2002	45	battle_result	vo_char_2002_00_45_hca	False	False
だから！怒ってないって言ってんの!!	我都说了！我没在生气!!	key_aligned	new	1009	12	character_profile_or_lobby	vo_char_1009_00_12_hca	False	True
ちがう…これじゃない…これじゃない！	不……不是这样……不是这样！	key_aligned	new	1008	8	character_profile_or_lobby	vo_char_1008_00_08_hca	False	True
ちゃんとスローで確認しましたから！	已经慢镜头确认过了啦！	key_aligned	new	1201	6	character_profile_or_lobby	vo_char_1201_00_06_hca	False	True
ちょっと、アリナも世界を変えてみようカナ	阿莉娜也来试着改造世界好了。	key_aligned	new	1108	12	character_profile_or_lobby	vo_char_1108_00_12_hca	False	True
ちょっとダレ!?おばさんって言ったのは！	等等！？你在喊谁阿姨呢！	key_aligned	new	3053	9	character_profile_or_lobby	vo_char_3053_00_09_hca	False	True
ちょっぴり苦い…思い出の料理です	这是略带苦涩……\n却又充满回忆的料理。	key_aligned	new	1001	12	character_profile_or_lobby	vo_char_1001_00_12_hca	False	True
ちょとつもうしん？…ってどういう意味？	长驱猛进？……什么意思呀？	key_aligned	new	1003	9	character_profile_or_lobby	vo_char_1003_00_09_hca	False	True
どうして母はフラフラしてるのかな	为什么妈妈会那么容易上当呢？	key_aligned	new	1029	8	character_profile_or_lobby	vo_char_1029_00_08_hca	False	True
どうですか!?@お姉さんっぽくできたと思いますか!?	怎么样！？我有没有一点儿姐姐的样子！？	key_aligned	new	3035	45	battle_result	vo_char_3035_00_45_hca	True	True
どうですか？一緒にカフェで読書でも	怎么样？一起去咖啡厅读书也可以。	key_aligned	new	1006	11	character_profile_or_lobby	vo_char_1006_00_11_hca	False	True
どうも～調整屋さんにようこそぉ♪	你好～欢迎来调整专家的店里～	key_aligned	new	1017	6	character_profile_or_lobby	vo_char_1017_00_06_hca	False	True
どうやら勝負ありましたわね	看来胜负已分呢。	key_aligned	new	4026	44	battle_result	vo_char_4026_00_44_hca	False	False
どうやら閉幕のようですわ	看起来是要闭幕了呢。	key_aligned	new	4024	43	battle_result	vo_char_4024_00_43_hca	False	False
どんな理由であれお客様はもてなします	どんな理由であれお客様はもてなします	key_aligned	new	1040	9	character_profile_or_lobby	vo_char_1040_00_09_hca	False	True
どーお？@レナの活躍ちゃんと見てたー!?	怎—样？有好好的看到玲奈的活跃吗—!?	key_aligned	new	1109	45	battle_result	vo_char_1109_00_45_hca	True	True
な、なんとかなりました～…	总算是结束了~	key_aligned	new	2003	45	battle_result	vo_char_2003_00_45_hca	False	False
なかなかのお味でした！	很不错的味道嘛！	key_aligned	new	3024	44	battle_result	vo_char_3024_00_44_hca	False	False
なかなかの見世物でしたわ	真是不错的杂技啊。	key_aligned	new	4024	45	battle_result	vo_char_4024_00_45_hca	False	False
なんかこの衣装…@胸元苦しい…	总觉得这件衣服…胸前好难受…	key_aligned	new	1109	44	battle_result	vo_char_1109_00_44_hca	True	True
なんだか周りの景色がぼんやり見えるんです	总觉得周边的景色都变得模糊了。	key_aligned	new	1004	9	character_profile_or_lobby	vo_char_1004_00_09_hca	False	True
なんでこうなりますのーっ!!	为什么会变成这样——！！	key_aligned	new	4026	12	character_profile_or_lobby	vo_char_4026_00_12_hca	False	True
なんで私に親切にするの？	为什么要对我这么热情？	key_aligned	new	4031	8	character_profile_or_lobby	vo_char_4031_00_08_hca	False	True
なーなー？オレのこと雇ってみない？	喂喂，不雇佣我试试嘛？	key_aligned	new	1005	6	character_profile_or_lobby	vo_char_1005_00_06_hca	False	True
なーんで、こんな逞しく育っちゃったかねぇ	为啥会成长得这么男孩子气呢……	key_aligned	new	1010	10	character_profile_or_lobby	vo_char_1010_00_10_hca	False	True
ね、今から帰りでしょ？一緒に帰ろうよ！	那个，你现在要回去了吧？我们一起走吧！	key_aligned	new	4032	6	character_profile_or_lobby	vo_char_4032_00_06_hca	False	True
はぁ…@やっと海に戻れるよ…	哈……终于可以回到海边了呢……	key_aligned	new	1118	43	battle_result	vo_char_1118_00_43_hca	True	True
はぁ…いつまで続くんでしょうか、この生活	哈……这种生活还会一如既往地持续下去吗？	key_aligned	new	3017	12	character_profile_or_lobby	vo_char_3017_00_12_hca	False	True
はぁ…お騒がせしました…	哈……麻烦事结束了……	key_aligned	new	3017	43	battle_result	vo_char_3017_00_43_hca	False	False
はぁ…なんとかなった…よね？	哈……总算是做到了……吧？	key_aligned	new	1030	43	battle_result	vo_char_1030_00_43_hca	False	False
はぁ…アリナ的に飽きちゃったカモ…	哈……阿莉娜差不多看腻了。	key_aligned	new	1008	44	battle_result	vo_char_1008_00_44_hca	False	False
はぁ…姉ちゃんはやり方が乱暴だな～…	哈…姐姐的做法真是太粗暴了~…	key_aligned	new	1023	7	character_profile_or_lobby	vo_char_1023_00_07_hca	False	True
はぁ…海でプカプカ…まったりでございます	哈……在海里漂着，真惬意啊……	key_aligned	new	1118	9	character_profile_or_lobby	vo_char_1118_00_09_hca	False	True
はぁ～…勝ててラッキー…	哈……运气太好了，赢了……	key_aligned	new	1004	45	battle_result	vo_char_1004_00_45_hca	False	False
はぁ～…無事でなにより～	哈啊……安然无恙了～	key_aligned	new	3015	44	battle_result	vo_char_3015_00_44_hca	False	False
はぁ～、おなかすいた…	哈啊~肚子饿了……	key_aligned	new	4011	43	battle_result	vo_char_4011_00_43_hca	False	False
はぁ～、どうにか終わったね…！	哈~，总算是结束了……！	key_aligned	new	2001	46	battle_result	vo_char_2001_00_46_hca	False	False
はぁ～、勝てました	哈啊～胜利了。	key_aligned	new	3032	44	battle_result	vo_char_3032_00_44_hca	False	False
はぁ～美味しかった！さ、次のお店行こう！	哈啊~真美味啊！好了，去下一家店吧！	key_aligned	new	3024	7	character_profile_or_lobby	vo_char_3024_00_07_hca	False	True
はいこれ！食べられる木の実だよ！	给你！这果子能吃哦！	key_aligned	new	3015	9	character_profile_or_lobby	vo_char_3015_00_09_hca	False	True
はいっ！これはっ…！@嬉しいドキドキですっ…！	对！这是……！喜悦的激动……！	key_aligned	new	3025	46	battle_result	vo_char_3025_00_46_hca	True	True
はぐむの膝枕が好き	好喜欢育梦的膝枕……	key_aligned	new	1029	7	character_profile_or_lobby	vo_char_1029_00_07_hca	False	True
はじめまして、“乙女”	初次见面，\n“圣女（La Pucelle）”。	key_aligned	new	4026	6	character_profile_or_lobby	vo_char_4026_00_06_hca	False	True
はやく一人前にならないといけないよねっ！	要快快长成独当一面的人才行！	key_aligned	new	1015	10	character_profile_or_lobby	vo_char_1015_00_10_hca	False	True
は！それじゃー勝てないって！	哈！那就给我认输吧！	key_aligned	new	1005	44	battle_result	vo_char_1005_00_44_hca	False	False
ひかるはホントに空っぽだね～…	小光真的是一具空壳呢…	key_aligned	new	1023	9	character_profile_or_lobby	vo_char_1023_00_09_hca	False	True
ひとりでいるのが好きなわけじゃないんです	并不是喜欢一个人待着。	key_aligned	new	1004	10	character_profile_or_lobby	vo_char_1004_00_10_hca	False	True
ひと泳ぎした後のラムネはうまいな	游完泳后的汽水是真好喝！	key_aligned	new	2600	9	character_profile_or_lobby	vo_char_2600_00_09_hca	False	True
ふぅ…@ちょっと、ハードモードだったかも…	呼…可能稍微有点，Hard Mode…	key_aligned	new	1023	44	battle_result	vo_char_1023_00_44_hca	True	True
ふぅ…@みんなの役に立てたなら嬉しいな	呼……如果有帮上大家的忙就好了啊。	key_aligned	new	4032	44	battle_result	vo_char_4032_00_44_hca	True	True
ふぅ…エキサイトしちゃった	呼，开始兴奋了。	key_aligned	new	1008	43	battle_result	vo_char_1008_00_43_hca	False	False
ふぅ…勝ちました	呼……胜利了。	key_aligned	new	4021	43	battle_result	vo_char_4021_00_43_hca	False	False
ふぅ…惜しかったわね	呼……真可惜。	key_aligned	new	2005	44	battle_result	vo_char_2005_00_44_hca	False	False
ふぅ…生き残れてよかった…	呼……能存活下来真是太好了……	key_aligned	new	1030	44	battle_result	vo_char_1030_00_44_hca	False	False
ふぅ！@冷たいラムネでも飲みたい気分だね	呼！真想喝一瓶冰汽水呢。	key_aligned	new	2600	46	battle_result	vo_char_2600_00_46_hca	True	True
ふぇえええん、怖かったよぉ～	呜诶诶诶诶，好可怕啊～	key_aligned	new	3053	43	battle_result	vo_char_3053_00_43_hca	False	False
ふぎゃああっ！おばけさんなのですぅ～っ！	咿啊啊啊！有妖怪！	key_aligned	new	3033	8	character_profile_or_lobby	vo_char_3033_00_08_hca	False	True
ふふ…魚って…すごいよね…ふふ…	呵呵……鱼好厉害啊……呵呵……	key_aligned	new	1101	10	character_profile_or_lobby	vo_char_1101_00_10_hca	False	True
ふふっ、このライブDVD、ほんと好き	嗯哼，这场演唱会的DVD，我好喜欢。	key_aligned	new	1009	9	character_profile_or_lobby	vo_char_1009_00_09_hca	False	True
ふふんっ、ミッションクリアーだね～	哼哼，任务完成呢~	key_aligned	new	1023	46	battle_result	vo_char_1023_00_46_hca	False	False
ふみゃぁぁ～…！…はっ、反省のポーズっ！	呜喵……！\n是、是反省的姿势！	key_aligned	new	3033	6	character_profile_or_lobby	vo_char_3033_00_06_hca	False	True
ふわぁ…また徹ゲーしちゃったよ～	哈…又通宵打游戏了~	key_aligned	new	1023	10	character_profile_or_lobby	vo_char_1023_00_10_hca	False	True
へ？うそ？勝てました？	诶？真的吗？赢了吗？	key_aligned	new	1004	44	battle_result	vo_char_1004_00_44_hca	False	False
ぺろりと片づけちゃった	一下子全收拾掉	key_aligned	new	3024	45	battle_result	vo_char_3024_00_45_hca	False	False
ほら、アリナが温めてアゲル	来吧，让阿莉娜带给你温暖。	key_aligned	new	1108	6	character_profile_or_lobby	vo_char_1108_00_06_hca	False	True
ほーれほれほれ！よーしよしよし！	快看快看快看！行了行了行了！	key_aligned	new	3018	6	character_profile_or_lobby	vo_char_3018_00_06_hca	False	True
ぼく、ここでも弱い…	我是、这么地弱小……	key_aligned	new	1029	6	character_profile_or_lobby	vo_char_1029_00_06_hca	False	True
ま、いーじゃん！どうにかなるって!	行啦！总会有办法的！	key_aligned	new	3006	7	character_profile_or_lobby	vo_char_3006_00_07_hca	False	True
ま、当然の結果じゃない？	嘛，理所应当不是？	key_aligned	new	1009	43	battle_result	vo_char_1009_00_43_hca	False	False
まあ、とりあえず楽しければいいの！	嘛，只要开心就够了！	key_aligned	new	3018	7	character_profile_or_lobby	vo_char_3018_00_07_hca	False	True
まさかこの姿を見せる時がくるとは…	まさかこの姿を見せる時がくるとは…	key_aligned	new	3056	8	character_profile_or_lobby	vo_char_3056_00_08_hca	False	True
まさか探偵ごっこをする羽目になるとはね！	没想到要在这里玩侦探游戏了！	key_aligned	new	2004	6	character_profile_or_lobby	vo_char_2004_00_06_hca	False	True
まずまずと言ったところか	该说越发进步了吗？	key_aligned	new	1016	43	battle_result	vo_char_1016_00_43_hca	False	False
また…ひとりに逆戻りか…	又变回……一个人了……	key_aligned	new	1009	8	character_profile_or_lobby	vo_char_1009_00_08_hca	False	True
また…死ぬのに失敗してしまいました	又没有死成……	key_aligned	new	3025	9	character_profile_or_lobby	vo_char_3025_00_09_hca	False	True
また、ねむの頑固が始まったよー	音梦又开始顽固起来了——	key_aligned	new	1007	9	character_profile_or_lobby	vo_char_1007_00_09_hca	False	True
またあいつと外出できるなんて、夢みたい…	还能和那家伙一起出门，真像做梦一样……	key_aligned	new	2004	7	character_profile_or_lobby	vo_char_2004_00_07_hca	False	True
また明日香ちゃんにお稽古お願いしようかな	训练的话，我再去拜托明日香吧。	key_aligned	new	3032	11	character_profile_or_lobby	vo_char_3032_00_11_hca	False	True
また灯花が荒ぶってるみたいだね…	好像灯花又在胡闹了……	key_aligned	new	1014	10	character_profile_or_lobby	vo_char_1014_00_10_hca	False	True
まだ…心臓がドキドキしてます…@はい…	心脏……还是跳得很快……嗯……	key_aligned	new	3025	44	battle_result	vo_char_3025_00_44_hca	True	True
まだまだこっからだし！	只是热身而已！	key_aligned	new	3006	44	battle_result	vo_char_3006_00_44_hca	False	False
まどか先輩…私を成長させるために？	小圆前辈……是为了让我成长？	key_aligned	new	1201	10	character_profile_or_lobby	vo_char_1201_00_10_hca	False	True
まどか先輩！見ててくれましたか？	小圆前辈！有在看吗？	key_aligned	new	1201	43	battle_result	vo_char_1201_00_43_hca	False	False
まなか、なんか美味しいもの作って～	爱香，去做点好吃的东西吧~	key_aligned	new	3024	10	character_profile_or_lobby	vo_char_3024_00_10_hca	False	True
まるで迷宮みたいな町…心が迷ってしまう…	迷宫一样的城市……连内心也迷失了……	key_aligned	new	2005	6	character_profile_or_lobby	vo_char_2005_00_06_hca	False	True
まーこんなもんでしょ！	嘛——理所当然的吧！	key_aligned	new	3020	44	battle_result	vo_char_3020_00_44_hca	False	False
まーた、三女さんは徹ゲーっすか！	三女，又通宵打游戏了吗！	key_aligned	new	1022	12	character_profile_or_lobby	vo_char_1022_00_12_hca	False	True
みかん買って帰ろうっと	买点蜜柑带回去吧。	key_aligned	new	1117	43	battle_result	vo_char_1117_00_43_hca	False	False
みなさんが無事で良かったです	还好大家都没事。	key_aligned	new	1006	43	battle_result	vo_char_1006_00_43_hca	False	False
みんな、この後うちに来る？	大家，来我家坐坐吧？	key_aligned	new	2005	46	battle_result	vo_char_2005_00_46_hca	False	False
みんな、怪我はない？	大家没受伤吧？	key_aligned	new	3016	43	battle_result	vo_char_3016_00_43_hca	False	False
みんなからクールな子って思われてる…	みんなからクールな子って思われてる…	key_aligned	new	3056	10	character_profile_or_lobby	vo_char_3056_00_10_hca	False	True
みんながいるんだから！当然だろ！	众人拾柴火焰高！当然咯！	key_aligned	new	1010	46	battle_result	vo_char_1010_00_46_hca	False	False
みんなで、お祝いしないとね！	大家一起庆祝吧！	key_aligned	new	2100	46	battle_result	vo_char_2100_00_46_hca	False	False
みんなで外食なんて…いつぶりだろう？	大家一起聚餐……有多久没这样了呢？	key_aligned	new	1001	7	character_profile_or_lobby	vo_char_1001_00_07_hca	False	True
みんなと戦える今に…感謝…	能和大家共同战斗的现在……我很感恩……	key_aligned	new	3049	46	battle_result	vo_char_3049_00_46_hca	False	False
みんなのおかげで新しい生き方を見つけたの	在大家的帮助下，我找到了新的生活方式。	key_aligned	new	1012	10	character_profile_or_lobby	vo_char_1012_00_10_hca	False	True
みんなの初夢はどんな夢だった？	大家新年第一个梦，是什么样的呢……？	key_aligned	new	2100	6	character_profile_or_lobby	vo_char_2100_00_06_hca	False	True
みんなの晴れ着姿も、素敵だね…！	穿着盛装的大家，都好漂亮啊……！	key_aligned	new	2100	12	character_profile_or_lobby	vo_char_2100_00_12_hca	False	True
みんなみんな…優しくなれたらいいのに	大家……为什么不能友好一点呢？	key_aligned	new	3025	7	character_profile_or_lobby	vo_char_3025_00_07_hca	False	True
みんなホームシックにならないか、心配です	我很担心大家会不会想家	key_aligned	new	1027	10	character_profile_or_lobby	vo_char_1027_00_10_hca	False	True
みんな仲良く出来たらいいのにね…	明明要是能和大家友好相处就好了啊……	key_aligned	new	4032	43	battle_result	vo_char_4032_00_43_hca	False	False
みーんな私の可愛い教え子やからなぁ	大家都是我可爱的弟子啊	key_aligned	new	1041	8	character_profile_or_lobby	vo_char_1041_00_08_hca	False	True
むしろわたしは被害者なんですけどね？	倒不如说我才是受害者吧？	key_aligned	new	3017	10	character_profile_or_lobby	vo_char_3017_00_10_hca	False	True
もう、これ以上ケンカしないでよー！	不要再吵架了啊！	key_aligned	new	1015	7	character_profile_or_lobby	vo_char_1015_00_07_hca	False	True
もういいでしょ？私は先へ進むわ	已经够了吧？我要前进了。	key_aligned	new	2002	46	battle_result	vo_char_2002_00_46_hca	False	False
もうこんなのクセになっちゃうヨネ	这种事真是令人上瘾呢。	key_aligned	new	1008	45	battle_result	vo_char_1008_00_45_hca	False	False
もうちょっと…一緒にいたいなぁ…	我好想……能再和他待一会儿……	key_aligned	new	3032	7	character_profile_or_lobby	vo_char_3032_00_07_hca	False	True
もう一度チーズが食べたかっただけなのです	我只是想再吃一次奶酪而已的说。	key_aligned	new	2007	8	character_profile_or_lobby	vo_char_2007_00_08_hca	False	True
もう少し胸を張っていられそうですね	也许我能更加自信了吧。	key_aligned	new	1006	46	battle_result	vo_char_1006_00_46_hca	False	False
もう緊張しちゃって@ドキドキしちゃう…	已经紧张得心脏怦怦直跳了……	key_aligned	new	1017	44	battle_result	vo_char_1017_00_44_hca	True	True
もう退けないところまできたよ	我已经走到了再也无法后退的地方哦。	key_aligned	new	1029	46	battle_result	vo_char_1029_00_46_hca	False	False
もっともっと強くなりそー！	感觉能变得更强了！	key_aligned	new	1003	43	battle_result	vo_char_1003_00_43_hca	False	False
もっと訓練してもっと強くなりたいのに！	本想着增加训练就能变强的！	key_aligned	new	1003	6	character_profile_or_lobby	vo_char_1003_00_06_hca	False	True
ももこのヤツ…何してんのよ…！	桃子这家伙……到底在干嘛啊！	key_aligned	new	1009	6	character_profile_or_lobby	vo_char_1009_00_06_hca	False	True
やぁねぇ、わたしはまだお年玉をもらう側よ	唉呀，我还是收压岁钱的那一边啦。	key_aligned	new	1117	12	character_profile_or_lobby	vo_char_1117_00_12_hca	False	True
やだ、あっち行け	别这样，快去那边。	key_aligned	new	1029	10	character_profile_or_lobby	vo_char_1029_00_10_hca	False	True
やった♪かるたの札が揃ったわ！	太好啦♪骨牌凑齐啦！	key_aligned	new	1117	44	battle_result	vo_char_1117_00_44_hca	False	False
やったぁ～！すごいね！	太棒了~！好厉害！	key_aligned	new	2001	44	battle_result	vo_char_2001_00_44_hca	False	False
やったでございます！	做到了！	key_aligned	new	1018	43	battle_result	vo_char_1018_00_43_hca	False	False
やった？やった…！	赢了？太好了……！	key_aligned	new	2003	43	battle_result	vo_char_2003_00_43_hca	False	False
やっちゃおやっちゃお！面白いじゃん！	我来我来！看起来很有趣嘛！	key_aligned	new	3006	11	character_profile_or_lobby	vo_char_3006_00_11_hca	False	True
やっちゃんの手紙は全て覚えていますよ	小八写给我的信，我全都记得哦。	key_aligned	new	1006	10	character_profile_or_lobby	vo_char_1006_00_10_hca	False	True
やっぱりお正月は、羽根突きだよね！	过年就是要打毽球啦！	key_aligned	new	2100	8	character_profile_or_lobby	vo_char_2100_00_08_hca	False	True
やっぱり電波を飛ばすのがいいのかにゃー	还是把电波发射出去比较好喵——	key_aligned	new	1007	6	character_profile_or_lobby	vo_char_1007_00_06_hca	False	True
やっぱチームワークだろ！	果然还是要团队行动啊！	key_aligned	new	1010	44	battle_result	vo_char_1010_00_44_hca	False	False
ようやくお会いすることができました	我终于见到你了。	key_aligned	new	4021	7	character_profile_or_lobby	vo_char_4021_00_07_hca	False	True
よかった…助かった～…	太好了……得救了……	key_aligned	new	1004	43	battle_result	vo_char_1004_00_43_hca	False	False
よかった…勝てたみたいだね！	太好了……像是赢了呢！	key_aligned	new	2001	43	battle_result	vo_char_2001_00_43_hca	False	False
よく分からないけど…変わった町だね…	虽然说不清楚，但这座城市真的很不一般……	key_aligned	new	2001	7	character_profile_or_lobby	vo_char_2001_00_07_hca	False	True
よし！じゃあ、何か食べに行こうか！	好的！接下来，去吃点什么吧！	key_aligned	new	4011	44	battle_result	vo_char_4011_00_44_hca	False	False
よっしゃー！9割引き商品いただき！	太棒了！一折商品我拿下了！	key_aligned	new	3020	10	character_profile_or_lobby	vo_char_3020_00_10_hca	False	True
れんちゃん…ごめん…あたし…	怜……对不起……我……	key_aligned	new	3501	8	character_profile_or_lobby	vo_char_3501_00_08_hca	False	True
わ、わたしたち、神浜市へ行くの？	我、我们要去神滨吗？	key_aligned	new	4011	10	character_profile_or_lobby	vo_char_4011_00_10_hca	False	True
わ、私と浮き輪はセットなんです！	我、我和泳圈是一套的！	key_aligned	new	1101	6	character_profile_or_lobby	vo_char_1101_00_06_hca	False	True
わ、笑わないでってばぁ…もうっ…	别、别笑啦……真是的……	key_aligned	new	1030	10	character_profile_or_lobby	vo_char_1030_00_10_hca	False	True
わたくしとしたことがあのような醜態をっ!!	我怎么能露出那样的丑态！！	key_aligned	new	4026	7	character_profile_or_lobby	vo_char_4026_00_07_hca	False	True
わたくしは…あなたが羨ましい	我…很羡慕你	key_aligned	new	4026	11	character_profile_or_lobby	vo_char_4026_00_11_hca	False	True
わたし…戦える！	我……可以战斗！	key_aligned	new	4011	46	battle_result	vo_char_4011_00_46_hca	False	False
わたしだって、@ちょっとは成長してますから！	我也是会成长的哦！	key_aligned	new	3035	43	battle_result	vo_char_3035_00_43_hca	True	True
わたしにも時女の血が@流れてるんだから！	因为我的体内也流淌着时女的血！	key_aligned	new	1026	46	battle_result	vo_char_1026_00_46_hca	True	True
わたしの夢はね、学校で合唱曲を歌うことっ	我的梦想，是在学校参加合唱。	key_aligned	new	1015	8	character_profile_or_lobby	vo_char_1015_00_08_hca	False	True
わたしは、どんな大人になるのかな…？	长大后，我会变成什么样的人呢……？	key_aligned	new	1015	11	character_profile_or_lobby	vo_char_1015_00_11_hca	False	True
わたしは魔法少女…だからやらなきゃ…！	我是魔法少女……所以必须要这么做……！	key_aligned	new	2001	8	character_profile_or_lobby	vo_char_2001_00_08_hca	False	True
んじゃあ、あそこの角まで競争しよっ！	那么就比谁先到那边的拐角吧！	key_aligned	new	3015	12	character_profile_or_lobby	vo_char_3015_00_12_hca	False	True
んんん～…チェダーーー！！	嗯嗯嗯……切达奶酪！	key_aligned	new	2007	9	character_profile_or_lobby	vo_char_2007_00_09_hca	False	True
ん？…わたし、勝ったみたい？	嗯？我好像赢了？	key_aligned	new	3015	43	battle_result	vo_char_3015_00_43_hca	False	False
ん？あれ？勝ちました…？	嗯？诶？我赢了吗？	key_aligned	new	3032	43	battle_result	vo_char_3032_00_43_hca	False	False
