charaNo	messageId	ja	zhCN	cn_keys	confidence	reason	evidence_occurrences	jp_record_paths
1009	44	アンタ、なかなかやるじゃん	你做得还不错嘛。	"[""vo_char_1009_00_44_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/1/charaMessageList/8"",""84/response_body/gachaScheduleList/0/selectableCharaList/1/charaMessageList/8"",""86/response_body/gachaScheduleList/0/selectableCharaList/1/charaMessageList/8"",""101/response_body/gachaScheduleList/2/selectableCharaList/91/charaMessageList/8"",""104/response_body/gachaScheduleList/2/selectableCharaList/91/charaMessageList/8""]"
1009	45	アンタのおかげでしょ。ありがと	多亏有你。谢谢。	"[""vo_char_1009_00_45_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/1/charaMessageList/9"",""84/response_body/gachaScheduleList/0/selectableCharaList/1/charaMessageList/9"",""86/response_body/gachaScheduleList/0/selectableCharaList/1/charaMessageList/9"",""101/response_body/gachaScheduleList/2/selectableCharaList/91/charaMessageList/9"",""104/response_body/gachaScheduleList/2/selectableCharaList/91/charaMessageList/9""]"
1009	46	こういうときはハイタッチでしょ！	这时候就该来个击掌嘛！	"[""vo_char_1009_00_46_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/1/charaMessageList/10"",""84/response_body/gachaScheduleList/0/selectableCharaList/1/charaMessageList/10"",""86/response_body/gachaScheduleList/0/selectableCharaList/1/charaMessageList/10"",""101/response_body/gachaScheduleList/2/selectableCharaList/91/charaMessageList/10"",""104/response_body/gachaScheduleList/2/selectableCharaList/91/charaMessageList/10""]"
1010	6	悪いか！アイドルはアタシの憧れなんだよ！	不好吗！我就是憧憬着偶像！	"[""vo_char_1010_00_06_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/0"",""84/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/0"",""86/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/0"",""101/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/0"",""104/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/0""]"
1010	7	アタシ…なんで魔法少女になったんだっけ…	我……是为了什么而成为魔法少女的来着……	"[""vo_char_1010_00_07_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/1"",""84/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/1"",""86/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/1"",""101/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/1"",""104/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/1""]"
1010	8	お節介って言われようが放っとけないって！	就算说我多管闲事，我也不能放任不管！	"[""vo_char_1010_00_08_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/2"",""84/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/2"",""86/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/2"",""101/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/2"",""104/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/2""]"
1010	9	アタシがこういうの好きとか…変だろ…！	我喜欢这种东西……是不是很奇怪……！	"[""vo_char_1010_00_09_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/3"",""84/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/3"",""86/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/3"",""101/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/3"",""104/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/3""]"
1010	10	なーんで、こんな逞しく育っちゃったかねぇ	为啥会成长得这么男孩子气呢……	"[""vo_char_1010_00_10_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/4"",""84/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/4"",""86/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/4"",""101/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/4"",""104/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/4""]"
1010	11	バランス良いだろっ？アタシらのチーム！	我们的团队能力很均衡，对吧？	"[""vo_char_1010_00_11_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/5"",""84/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/5"",""86/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/5"",""101/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/5"",""104/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/5""]"
1010	12	あーあ…アタシって本っ当タイミング悪い！	哎呀……我真是又赶了个坏时机！	"[""vo_char_1010_00_12_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/6"",""84/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/6"",""86/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/6"",""101/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/6"",""104/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/6""]"
1010	43	スッキリさっぱりだなっ！	干脆利落！	"[""vo_char_1010_00_43_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/7"",""84/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/7"",""86/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/7"",""101/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/7"",""104/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/7""]"
1010	44	やっぱチームワークだろ！	果然还是要团队行动啊！	"[""vo_char_1010_00_44_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/8"",""84/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/8"",""86/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/8"",""101/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/8"",""104/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/8""]"
1010	45	これからもフォローよろしくな！	今后也要拜托你帮忙啦！	"[""vo_char_1010_00_45_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/9"",""84/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/9"",""86/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/9"",""101/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/9"",""104/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/9""]"
1010	46	みんながいるんだから！当然だろ！	众人拾柴火焰高！当然咯！	"[""vo_char_1010_00_46_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/10"",""84/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/10"",""86/response_body/gachaScheduleList/0/selectableCharaList/2/charaMessageList/10"",""101/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/10"",""104/response_body/gachaScheduleList/2/selectableCharaList/92/charaMessageList/10""]"
1012	6	マジカルきりんは、思い出の漫画なの	魔法希凛，是满载回忆的漫画。	"[""vo_char_1012_00_06_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/0"",""84/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/0"",""86/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/0"",""101/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/0"",""104/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/0""]"
1012	7	アリナ先輩、絵の描き方を教えて欲しいの！	阿莉娜学姐，可以教我画画吗！	"[""vo_char_1012_00_07_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/1"",""84/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/1"",""86/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/1"",""101/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/1"",""104/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/1""]"
1012	8	我は弱き魔法少女を助ける、マジカルかりん	援助弱小的魔法少女，我乃魔法花凛是也。	"[""vo_char_1012_00_08_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/2"",""84/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/2"",""86/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/2"",""101/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/2"",""104/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/2""]"
1012	9	ハロウィンはわたしを生んだ特別な日なの	万圣节，是我诞生的特别的日子。	"[""vo_char_1012_00_09_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/3"",""84/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/3"",""86/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/3"",""101/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/3"",""104/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/3""]"
1012	10	みんなのおかげで新しい生き方を見つけたの	在大家的帮助下，我找到了新的生活方式。	"[""vo_char_1012_00_10_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/4"",""84/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/4"",""86/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/4"",""101/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/4"",""104/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/4""]"
1012	11	おばあちゃんは私が助けるの！	我一定要帮到奶奶！	"[""vo_char_1012_00_11_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/5"",""84/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/5"",""86/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/5"",""101/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/5"",""104/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/5""]"
1012	12	トリックオアじゃなくてトリックアンドなの	不是Trick or而是and的说	"[""vo_char_1012_00_12_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/6"",""84/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/6"",""86/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/6"",""101/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/6"",""104/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/6""]"
1012	43	これぞハッピーハロウィーン	这就是欢乐万圣节。	"[""vo_char_1012_00_43_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/7"",""84/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/7"",""86/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/7"",""101/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/7"",""104/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/7""]"
1012	44	この大鎌に狩れぬものはない	没有这把镰刀无法猎取之物。	"[""vo_char_1012_00_44_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/8"",""84/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/8"",""86/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/8"",""101/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/8"",""104/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/8""]"
1012	45	次はお菓子を持ってきたら許すのだ	下次带上糖果就放过你。	"[""vo_char_1012_00_45_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/9"",""84/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/9"",""86/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/9"",""101/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/9"",""104/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/9""]"
1012	46	これぞ、あの世から来た魔物の力なのだ	此乃由另一个世界而来的魔物之力。	"[""vo_char_1012_00_46_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/10"",""84/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/10"",""86/response_body/gachaScheduleList/0/selectableCharaList/3/charaMessageList/10"",""101/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/10"",""104/response_body/gachaScheduleList/2/selectableCharaList/93/charaMessageList/10""]"
1014	6	魔法少女の宿命、僕達の選択	魔法少女的宿命，我们的选择。	"[""vo_char_1014_00_06_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/0"",""104/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/0""]"
1014	7	紡がれた物語は、ここでひとつの形に…!!	被编织的故事，在此显形……！！	"[""vo_char_1014_00_07_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/1"",""104/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/1""]"
1014	8	退院できたのは奇跡を超えた一大事だよ	能够出院，真是超出奇迹的头等大事。	"[""vo_char_1014_00_08_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/2"",""104/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/2""]"
1014	9	弟は姉弟という名の他人のような関係かな	"只是名为姐弟
却形同陌路的关系而已。"	"[""vo_char_1014_00_09_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/3"",""104/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/3""]"
1014	10	また灯花が荒ぶってるみたいだね…	好像灯花又在胡闹了……	"[""vo_char_1014_00_10_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/4"",""104/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/4""]"
1014	11	魔法少女は…孤独で虚しい…	魔法少女……孤独而空虚……	"[""vo_char_1014_00_11_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/5"",""104/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/5""]"
1014	12	足跡を残そう、僕を知ってもらう足跡を	留下足迹吧，知晓了我的足迹。	"[""vo_char_1014_00_12_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/6"",""104/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/6""]"
1014	43	これで完結	这样就完结了。	"[""vo_char_1014_00_43_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/7"",""104/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/7""]"
1014	44	筆を折ったのはそっちだね	结果是对面就此封笔了呢。	"[""vo_char_1014_00_44_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/8"",""104/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/8""]"
1014	45	僕の物語は終わりを知らないんだよ	我的故事，可没有什么终结。	"[""vo_char_1014_00_45_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/9"",""104/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/9""]"
1014	46	創造の全ては皆のために	创造，是为了全体。	"[""vo_char_1014_00_46_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/10"",""104/response_body/gachaScheduleList/2/selectableCharaList/94/charaMessageList/10""]"
1015	6	外の世界ってすごい…	外面的世界好厉害啊……	"[""vo_char_1015_00_06_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/0"",""104/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/0""]"
1015	7	もう、これ以上ケンカしないでよー！	不要再吵架了啊！	"[""vo_char_1015_00_07_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/1"",""104/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/1""]"
1015	8	わたしの夢はね、学校で合唱曲を歌うことっ	我的梦想，是在学校参加合唱。	"[""vo_char_1015_00_08_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/2"",""104/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/2""]"
1015	9	こうして生きてるだけで、わたしは嬉しいな	能够像这样自由地生活，我就很开心了。	"[""vo_char_1015_00_09_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/3"",""104/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/3""]"
1015	10	はやく一人前にならないといけないよねっ！	要快快长成独当一面的人才行！	"[""vo_char_1015_00_10_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/4"",""104/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/4""]"
1015	11	わたしは、どんな大人になるのかな…？	长大后，我会变成什么样的人呢……？	"[""vo_char_1015_00_11_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/5"",""104/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/5""]"
1015	12	すごい、外で初めて友だちができちゃった！	太棒啦，在外面第一次交到了朋友！	"[""vo_char_1015_00_12_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/6"",""104/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/6""]"
1015	43	お姉ちゃん、わたしでも倒せたよ！	姐姐，我也能打败敌人了！	"[""vo_char_1015_00_43_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/7"",""104/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/7""]"
1015	44	うんっ、能力も安定してる！	嗯，能力状态稳定！	"[""vo_char_1015_00_44_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/8"",""104/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/8""]"
1015	45	ありがとう、ツバメさんっ！	谢谢你，燕子！	"[""vo_char_1015_00_45_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/9"",""104/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/9""]"
1015	46	役に立てるようになったかな	是不是能帮上忙了呢？	"[""vo_char_1015_00_46_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/10"",""104/response_body/gachaScheduleList/2/selectableCharaList/95/charaMessageList/10""]"
1016	6	接客というのは思ったより面倒だな…	接待客人真是比想象中还要棘手……	"[""vo_char_1016_00_06_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/0"",""104/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/0""]"
1016	7	さぁご主人、さっさと食いたいものを選べ	那么主人，请赶快选好想吃的东西。	"[""vo_char_1016_00_07_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/1"",""104/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/1""]"
1016	8	アニメ、マンガ、ゲーム、勉強しないとな	动漫、漫画、游戏，得学习才行啊。	"[""vo_char_1016_00_08_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/2"",""104/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/2""]"
1016	9	火が点いた家計が、もはや崩れそうだな…	家境陷入燃眉之急，已经快要倒了……	"[""vo_char_1016_00_09_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/3"",""104/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/3""]"
1016	10	こんな理由で…我々は虐げられていたのか…	因为这种理由……我们就要忍受欺凌吗……	"[""vo_char_1016_00_10_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/4"",""104/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/4""]"
1016	11	自覚のない悪は正義と表裏一体、最も面倒だ	不自觉的作恶与正义是表里一体，最为棘手。	"[""vo_char_1016_00_11_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/5"",""104/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/5""]"
1016	12	毒に侵されたこの町は、燃やさねば…	这座被毒害的城市，不得不将其烧毁……	"[""vo_char_1016_00_12_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/6"",""104/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/6""]"
1016	43	まずまずと言ったところか	该说越发进步了吗？	"[""vo_char_1016_00_43_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/7"",""104/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/7""]"
1016	44	店長から電話だ、@すぐにバイトに行く！	店长打电话来了，得马上去店里！	"[""vo_char_1016_00_44_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/8"",""104/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/8""]"
1016	45	生も死も我々に@平等に与えられた権利だ	生死是平等地给予我们的权利。	"[""vo_char_1016_00_45_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/9"",""104/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/9""]"
1016	46	自身の行動を呪い、そして償え	为自己的行动感到痛心，而后偿还吧。	"[""vo_char_1016_00_46_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	2	"[""101/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/10"",""104/response_body/gachaScheduleList/2/selectableCharaList/96/charaMessageList/10""]"
1017	6	どうも～調整屋さんにようこそぉ♪	你好～欢迎来调整专家的店里～	"[""vo_char_1017_00_06_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/4/charaMessageList/0"",""84/response_body/gachaScheduleList/0/selectableCharaList/4/charaMessageList/0"",""86/response_body/gachaScheduleList/0/selectableCharaList/4/charaMessageList/0"",""101/response_body/gachaScheduleList/2/selectableCharaList/97/charaMessageList/0"",""104/response_body/gachaScheduleList/2/selectableCharaList/97/charaMessageList/0""]"
1017	7	必要なのは調整？アイテム？わたし？	需要调整？道具？还是我？	"[""vo_char_1017_00_07_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/4/charaMessageList/1"",""84/response_body/gachaScheduleList/0/selectableCharaList/4/charaMessageList/1"",""86/response_body/gachaScheduleList/0/selectableCharaList/4/charaMessageList/1"",""101/response_body/gachaScheduleList/2/selectableCharaList/97/charaMessageList/1"",""104/response_body/gachaScheduleList/2/selectableCharaList/97/charaMessageList/1""]"
1017	8	ごめんなさい、真剣にからかっただけなのよ	抱歉啦，我是认真地在开玩笑的。	"[""vo_char_1017_00_08_hca""]"	key_aligned	unique_charaNo_messageId_key_and_unique_cn_value	5	"[""81/response_body/gachaScheduleList/0/selectableCharaList/4/charaMessageList/2"",""84/response_body/gachaScheduleList/0/selectableCharaList/4/charaMessageList/2"",""86/response_body/gachaScheduleList/0/selectableCharaList/4/charaMessageList/2"",""101/response_body/gachaScheduleList/2/selectableCharaList/97/charaMessageList/2"",""104/response_body/gachaScheduleList/2/selectableCharaList/97/charaMessageList/2""]"
